timestamp,gs
1706323431.1766663,0
1706323436.795615,0
1706323442.3402998,0
1706323448.026026,0
1706323453.6932251,0
1706323459.208427,0
1706323464.7970343,0
1706323470.4930298,0
1706323476.156388,0
1706323482.0979981,0
1706323487.77131,0
1706323493.484046,0
1706323499.0405374,0
1706323504.595344,0
1706323510.3528318,0
1706323515.9957285,0
1706323521.620463,0
1706323527.3214085,0
1706323532.9801917,0
1706323538.6165602,0
1706323544.2421515,0
1706323549.9265125,0
1706323555.5982237,0
1706323561.2187884,0
1706323566.9185698,0
1706323572.5969143,0
1706323578.2589405,0
1706323583.9794035,0
1706323589.6577523,0
1706323595.2817156,0
1706323600.9678018,0
1706323606.6719375,0
1706323612.335133,0
1706323618.0661268,0
1706323623.7554905,0
1706323629.4062362,0
1706323635.0258634,0
1706323640.6491144,0
1706323646.279831,0
1706323651.9119015,0
1706323657.5881228,0
1706323663.9142325,0
1706323669.5068595,0
1706323675.138696,0
1706323680.7452202,0
1706323686.362276,0
1706323692.0096402,0
1706323697.6111581,0
1706323703.2825515,0
1706323708.7437897,0
1706323714.164777,0
1706323719.6287978,0
1706323726.2561345,0
1706323732.7915745,0
1706323739.4453485,0
1706323745.6047463,0
1706323751.8897731,0
1706323758.101416,0
1706323764.519316,0
1706323771.0368812,0
1706323777.5233505,0
1706323784.0978694,0
1706323790.8932617,0
1706323797.344519,0
1706323804.0407987,0
1706323810.5698056,0
1706323816.2739275,0
1706323822.3810768,0
1706323828.8949697,0
1706323835.2778037,0
1706323842.0595057,0
1706323848.0936654,0
1706323854.5231524,0
1706323861.163197,0
1706323867.6852062,0
1706323874.3148055,0
1706323880.6655774,0
1706323887.066272,0
1706323893.4537895,0
1706323900.362062,0
1706323906.399776,0
1706323912.156154,0
1706323918.2030919,0
1706323924.3327925,0
1706323931.0572145,0
1706323937.8359132,0
1706323944.1794631,0
1706323950.6190207,0
1706323957.0052836,0
1706323963.229086,0
1706323969.774109,0
1706323976.4786234,0
1706323983.297697,0
1706323989.7370322,0
1706323995.4514785,0
1706324002.1459875,0
1706324008.7928662,0
1706324015.582822,0
1706324022.264226,0
1706324028.480212,0
1706324035.0933583,0
1706324041.4293525,0
1706324048.3717875,0
1706324054.7387888,0
1706324061.4808419,0
1706324067.3461838,0
1706324073.8224845,0
1706324080.3334663,0
1706324086.60569,0
1706324093.389417,0
1706324099.4275815,0
1706324106.8937309,0
1706324113.9909995,0
1706324120.8797662,0
1706324128.0248613,0
1706324134.682354,0
1706324140.372556,0
1706324146.007133,0
1706324151.6996803,0
1706324157.293281,0
1706324162.7963526,0
1706324168.5675766,0
1706324174.1862562,0
1706324179.7021546,0
1706324185.3391852,0
1706324190.7428055,0
1706324196.3134406,0
1706324201.7807598,0
1706324207.2947032,0
1706324212.862666,0
1706324218.3393865,0
1706324223.799256,0
1706324229.4818428,0
1706324235.0848036,0
1706324240.5583184,0
1706324246.1585395,0
1706324251.8881042,0
1706324257.5318575,0
1706324263.1772144,0
1706324268.7955425,0
1706324274.2453635,0
1706324279.6777396,0
1706324285.2529151,0
1706324290.7917488,0
1706324296.325491,0
1706324301.8960886,0
1706324307.398487,0
1706324312.995491,0
1706324318.5783322,0
1706324324.2927394,0
1706324329.8446505,0
1706324335.5118194,0
1706324341.0385168,0
1706324346.4678664,0
1706324351.9823205,0
1706324357.72223,0
1706324363.2479823,0
1706324368.718046,0
1706324374.297735,0
1706324379.7871318,0
1706324385.349326,0
1706324390.8138015,0
1706324396.4155853,0
1706324401.8901598,0
1706324407.4521625,0
1706324413.1158223,0
1706324418.7678814,0
1706324424.52061,0
